iter	Logloss
632	0.2726206119
633	0.2725731272
634	0.2724670206
635	0.2722958874
636	0.272190106
637	0.2720934608
638	0.2718925815
639	0.271780027
640	0.2716365214
641	0.2715783898
642	0.2715035019
643	0.2713887589
644	0.2712731428
645	0.27117829
646	0.2710960089
647	0.2710239129
648	0.2709131681
649	0.2707459589
650	0.2706636218
651	0.2705037957
652	0.2704344584
653	0.2703107854
654	0.2701617339
655	0.2701121506
656	0.2700457144
657	0.269883468
658	0.2698107401
659	0.2696631944
660	0.2696175086
661	0.2695227821
662	0.269422963
663	0.2693035727
664	0.2691752815
665	0.2690238352
666	0.2689291042
667	0.2688707733
668	0.2687880877
669	0.2686982338
670	0.2685406979
671	0.2684219132
672	0.2682858107
673	0.2682205143
674	0.2681088931
675	0.2680036522
676	0.2679291704
677	0.2678716232
678	0.2677172605
679	0.2676466031
680	0.267553893
681	0.2674456288
682	0.2673697582
683	0.2672305161
684	0.2670746001
685	0.2669328001
686	0.2668217159
687	0.2666265215
688	0.2665195903
689	0.2663901845
690	0.2663250516
691	0.2662597776
692	0.2661142655
693	0.2660409219
694	0.2659373234
695	0.2658678242
696	0.2657288204
697	0.2655847234
698	0.2654991812
699	0.2653555481
700	0.2652320133
701	0.2650979369
702	0.2649826705
703	0.2649165811
704	0.2648597863
705	0.2648269346
706	0.2646779661
707	0.2645307901
708	0.2643809152
709	0.2643209861
710	0.2642535654
711	0.2640984883
712	0.2640110548
713	0.2639006339
714	0.2637767878
715	0.2636923301
716	0.263577205
717	0.2634141753
718	0.2632557231
719	0.2631718784
720	0.2630008014
721	0.2628838677
722	0.2628299886
723	0.2626913739
724	0.2625920903
725	0.2624615252
726	0.262399916
727	0.2623202105
728	0.2622542404
729	0.262161231
730	0.2620394551
731	0.2619372251
732	0.2619064968
733	0.2617846296
734	0.2616578982
735	0.2615282425
736	0.2614468146
737	0.2612854652
738	0.261191639
739	0.2610817531
740	0.2609779845
741	0.2607888516
742	0.2606878382
743	0.2606544942
744	0.260543317
745	0.2603914877
746	0.2603403166
747	0.2602352231
748	0.2601493276
749	0.2600242367
750	0.2599689816
751	0.259912192
752	0.25979826
753	0.2597588904
754	0.2597041624
755	0.2596459965
756	0.2595438475
757	0.2594900908
758	0.2593635535
759	0.2592239008
760	0.2591070319
761	0.2590482978
762	0.2589713396
763	0.2588811409
764	0.2588040462
765	0.2587225241
766	0.2586663961
767	0.2585161523
768	0.2583837122
769	0.2582810589
770	0.2581537729
771	0.2580509775
772	0.2579398363
773	0.2578194305
774	0.2577227323
775	0.2576885363
776	0.2575807969
777	0.2574841751
778	0.2574321252
779	0.257376204
780	0.257325004
781	0.2572732927
782	0.2572185667
783	0.2571226731
784	0.2570452077
785	0.2569336277
786	0.2568991617
787	0.2568516057
788	0.2567629849
789	0.2567103635
790	0.256602752
791	0.2565102458
792	0.2563864697
793	0.2563188834
794	0.2562246358
795	0.2561259616
796	0.2559883193
797	0.2559353126
798	0.2558438808
799	0.2558043401
800	0.2557540745
801	0.2556582794
802	0.255541126
803	0.25549474
804	0.2554188498
805	0.2553406888
806	0.2552643022
807	0.2551991539
808	0.2551222902
809	0.25506999
810	0.2549553988
811	0.2548369563
812	0.2547911991
813	0.2547092857
814	0.2546623034
815	0.2546174516
816	0.2545063727
817	0.2544650039
818	0.2543706157
819	0.2542507897
820	0.2541376992
821	0.2540905432
822	0.2539690721
823	0.2538795036
824	0.2538060685
825	0.2537179233
826	0.2536082557
827	0.2534996129
828	0.2534104021
829	0.2533468675
830	0.2532578567
831	0.253197006
832	0.2530874846
833	0.2530614734
834	0.2529498711
835	0.2528457822
836	0.2527986037
837	0.2526795065
838	0.2526419673
839	0.2525438168
840	0.2524612658
841	0.2523705553
842	0.2523350207
843	0.2522183804
844	0.2521772411
845	0.2520684295
846	0.2519536972
847	0.2518402763
848	0.2517086423
849	0.2515958801
850	0.2515007912
851	0.2514085015
852	0.2513606075
853	0.2512850642
854	0.2512182617
855	0.2511574377
856	0.2510424885
857	0.2509786321
858	0.2508812069
859	0.2507670761
860	0.2506729452
861	0.2505949002
862	0.2504858522
863	0.2503661712
864	0.250320595
865	0.2502245684
866	0.250133357
867	0.2500525052
868	0.250008714
869	0.2499262655
870	0.2498206234
871	0.2497576089
872	0.2496616522
873	0.2495332429
874	0.2494092834
875	0.2493731126
876	0.2493213036
877	0.2492823537
878	0.2492488909
879	0.2491527236
880	0.2490735239
881	0.2490205406
882	0.2489726048
883	0.2488593686
884	0.2487213258
885	0.2486353039
886	0.2485291925
887	0.2484289643
888	0.2483156123
889	0.2482389529
890	0.2481746783
891	0.2481050037
892	0.2480361411
893	0.2479100046
894	0.2478102413
895	0.2476981206
896	0.2475674723
897	0.247454869
898	0.2473362712
899	0.2472215538
900	0.247130415
901	0.2470253148
902	0.2469221447
903	0.2468435057
904	0.2467655791
905	0.2467326028
906	0.2466220454
907	0.2465190542
908	0.2464882597
909	0.2464221452
910	0.2463442506
911	0.2462484271
912	0.2461518027
913	0.2460493338
914	0.2459721673
915	0.245930633
916	0.245875312
917	0.2458039163
918	0.2457629718
919	0.2456798653
920	0.2456019283
921	0.2455075871
922	0.245395981
923	0.2453043991
924	0.2452350819
925	0.2451329271
926	0.2450591414
927	0.2449768702
928	0.2448791434
929	0.2447686281
930	0.2447410598
931	0.2446415302
932	0.2445486889
933	0.2444496726
934	0.2443278748
935	0.2442261502
936	0.2441367836
937	0.244063923
938	0.2440401793
939	0.2440058517
940	0.2438372827
941	0.2437648935
942	0.2436972275
943	0.2436733851
944	0.2435864911
945	0.243540053
946	0.2434529086
947	0.2433940417
948	0.243321169
949	0.2432259643
950	0.243159312
951	0.243085442
952	0.2429919902
953	0.242917808
954	0.2428236679
955	0.2427201325
956	0.2426574507
957	0.2425871935
958	0.2424999848
959	0.242432806
960	0.2423299988
961	0.2422199101
962	0.2421698516
963	0.2420782368
964	0.2419848485
965	0.2419151622
966	0.2418004486
967	0.2416916876
968	0.2416297701
969	0.2415719069
970	0.2415125455
971	0.2414261157
972	0.2413483121
973	0.2412700274
974	0.2411864714
975	0.2410993313
976	0.2410227455
977	0.2409367521
978	0.2408690401
979	0.2407528408
980	0.2407175639
981	0.2406626991
982	0.2406042717
983	0.2405429533
984	0.2404590756
985	0.2403813783
986	0.2403202324
987	0.2402829929
988	0.2402474802
989	0.2402168016
990	0.2401432548
991	0.2400730791
992	0.2400260546
993	0.2399426259
994	0.239878104
995	0.2398454206
996	0.2398235609
997	0.2397305678
998	0.2396357751
999	0.2394908
